Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
NGC2998,Sc–Scd,12.50,28.05,6.158e-11,0.549,0.7618,0.5803
NGC2998,Sc–Scd,17.48,8.71,4.039e-11,0.592,0.7330,0.5373
NGC2998,Sc–Scd,22.46,5.27,2.626e-11,0.648,0.8114,0.6584
NGC2998,Sc–Scd,27.44,2.63,1.965e-11,0.679,0.8268,0.6837
NGC2998,Sc–Scd,32.32,1.25,1.556e-11,0.705,0.8070,0.6513
NGC2998,Sc–Scd,37.30,0.48,1.227e-11,0.730,0.8172,0.6678
NGC2998,Sc–Scd,42.28,0.17,9.667e-12,0.754,0.7379,0.5445
NGC3198,Sc–Scd,1.28,164.67,8.658e-11,0.525,0.0007,0.0000
NGC3198,Sc–Scd,1.61,134.31,7.139e-11,0.555,0.2688,0.0723
NGC3198,Sc–Scd,1.93,123.83,5.808e-11,0.590,0.4925,0.2425
NGC3198,Sc–Scd,2.24,113.78,5.480e-11,0.593,0.5319,0.2829
NGC3198,Sc–Scd,2.57,102.51,4.983e-11,0.605,0.5937,0.3525
NGC3198,Sc–Scd,2.89,100.10,4.437e-11,0.624,0.8469,0.7172
NGC3198,Sc–Scd,3.21,104.29,4.441e-11,0.618,0.7878,0.6206
NGC3198,Sc–Scd,3.54,104.23,4.690e-11,0.600,0.8232,0.6777
NGC3198,Sc–Scd,3.85,98.03,4.958e-11,0.583,0.8370,0.7006
NGC3198,Sc–Scd,4.17,89.98,5.186e-11,0.567,0.8025,0.6441
NGC3198,Sc–Scd,4.50,82.09,5.236e-11,0.560,0.7451,0.5551
NGC3198,Sc–Scd,4.82,75.50,5.303e-11,0.552,0.8488,0.7205
NGC3198,Sc–Scd,5.15,69.04,5.291e-11,0.547,0.8873,0.7874
NGC3198,Sc–Scd,5.46,63.00,5.292e-11,0.542,0.8564,0.7334
NGC3198,Sc–Scd,5.78,56.81,5.258e-11,0.538,0.8585,0.7370
NGC3198,Sc–Scd,6.10,50.59,5.210e-11,0.535,0.8672,0.7520
NGC3198,Sc–Scd,6.43,43.26,5.127e-11,0.533,0.8595,0.7387
NGC3198,Sc–Scd,6.74,35.12,4.936e-11,0.537,0.8800,0.7744
NGC3198,Sc–Scd,7.06,28.84,4.635e-11,0.546,0.9241,0.8540
NGC3198,Sc–Scd,8.04,20.37,3.818e-11,0.574,0.9494,0.9014
NGC3198,Sc–Scd,9.04,15.91,3.210e-11,0.599,0.9687,0.9384
NGC3198,Sc–Scd,10.04,13.32,2.829e-11,0.614,1.0285,1.0578
NGC3198,Sc–Scd,11.04,10.51,2.570e-11,0.623,1.0530,1.1089
NGC3198,Sc–Scd,12.05,7.71,2.344e-11,0.633,1.0397,1.0809
NGC3198,Sc–Scd,14.05,3.21,1.883e-11,0.660,1.0388,1.0791
NGC3198,Sc–Scd,16.07,1.48,1.449e-11,0.696,0.9883,0.9767
NGC3198,Sc–Scd,18.13,1.20,1.168e-11,0.721,0.9990,0.9979
NGC3198,Sc–Scd,20.05,0.72,1.007e-11,0.737,1.0027,1.0055
NGC3198,Sc–Scd,22.12,0.36,8.594e-12,0.753,0.9808,0.9620
NGC3198,Sc–Scd,24.03,0.14,7.460e-12,0.768,0.9285,0.8621
NGC3198,Sc–Scd,26.10,0.08,6.615e-12,0.780,0.8944,0.8000
NGC3198,Sc–Scd,28.16,0.04,5.970e-12,0.789,0.8594,0.7385
NGC3198,Sc–Scd,30.08,0.02,5.327e-12,0.799,0.8308,0.6902
NGC3198,Sc–Scd,32.14,0.01,4.709e-12,0.810,0.8532,0.7280
NGC3198,Sc–Scd,34.06,0.01,4.303e-12,0.817,0.8620,0.7431
NGC3198,Sc–Scd,36.12,0.01,4.003e-12,0.823,0.8436,0.7117
NGC3198,Sc–Scd,38.19,0.00,3.736e-12,0.828,0.8413,0.7079
NGC3198,Sc–Scd,40.10,0.00,3.521e-12,0.832,0.8402,0.7059
NGC3198,Sc–Scd,42.17,0.00,3.370e-12,0.835,0.8143,0.6630
NGC3198,Sc–Scd,44.08,0.00,3.079e-12,0.842,0.8098,0.6559
NGC3726,Sc–Scd,5.24,100.22,8.316e-11,0.398,0.2449,0.0600
NGC3726,Sc–Scd,6.98,78.14,7.387e-11,0.435,0.4176,0.1744
NGC3726,Sc–Scd,8.72,33.17,6.415e-11,0.461,0.6530,0.4264
NGC3726,Sc–Scd,10.47,21.02,4.969e-11,0.504,0.6259,0.3917
NGC3726,Sc–Scd,12.19,13.40,4.051e-11,0.535,0.5903,0.3485
NGC3726,Sc–Scd,13.94,7.83,3.455e-11,0.561,0.4982,0.2482
NGC3726,Sc–Scd,16.03,3.35,2.785e-11,0.597,0.3699,0.1368
NGC3726,Sc–Scd,22.30,0.70,1.458e-11,0.679,0.7031,0.4943
NGC3726,Sc–Scd,27.52,0.14,9.204e-12,0.731,0.9615,0.9245
NGC3726,Sc–Scd,30.08,0.07,7.591e-12,0.750,1.0152,1.0306
NGC3726,Sc–Scd,32.52,0.00,6.453e-12,0.766,1.0099,1.0199
NGC3877,Sc–Scd,2.61,184.11,9.241e-11,0.498,0.9736,0.9480
NGC3877,Sc–Scd,3.50,158.68,8.227e-11,0.516,1.1921,1.4211
NGC3877,Sc–Scd,4.37,144.75,7.837e-11,0.518,1.1291,1.2750
NGC3877,Sc–Scd,5.24,135.91,8.115e-11,0.502,0.9443,0.8916
NGC3877,Sc–Scd,6.11,118.30,8.983e-11,0.469,0.6221,0.3870
NGC3877,Sc–Scd,6.98,86.60,8.991e-11,0.459,0.5183,0.2686
NGC3877,Sc–Scd,7.85,66.03,8.374e-11,0.465,0.4702,0.2211
NGC3877,Sc–Scd,8.72,50.62,7.793e-11,0.469,0.4458,0.1987
NGC3877,Sc–Scd,9.60,33.49,7.163e-11,0.477,0.4153,0.1725
NGC3877,Sc–Scd,10.47,21.67,6.172e-11,0.499,0.4515,0.2038
NGC3877,Sc–Scd,11.35,15.53,5.402e-11,0.517,0.4766,0.2272
NGC3893,Sc–Scd,1.74,519.38,3.866e-10,0.056,0.2202,0.0485
NGC3893,Sc–Scd,3.50,164.02,2.079e-10,0.326,0.7186,0.5164
NGC3893,Sc–Scd,5.24,68.50,1.430e-10,0.374,1.0503,1.1031
NGC3893,Sc–Scd,6.98,24.39,9.042e-11,0.448,1.0500,1.1026
NGC3893,Sc–Scd,8.81,17.15,6.330e-11,0.499,1.0141,1.0283
NGC3893,Sc–Scd,10.90,7.63,4.469e-11,0.543,1.1388,1.2968
NGC3893,Sc–Scd,13.12,2.65,3.173e-11,0.587,1.2108,1.4661
NGC3893,Sc–Scd,15.33,0.95,2.318e-11,0.630,1.1289,1.2745
NGC3893,Sc–Scd,17.30,0.47,1.846e-11,0.658,1.1126,1.2378
NGC3893,Sc–Scd,19.05,0.00,1.548e-11,0.681,0.9694,0.9397
NGC3917,Sc–Scd,1.74,75.78,2.105e-11,0.702,0.5001,0.2501
NGC3917,Sc–Scd,2.61,66.56,2.270e-11,0.692,0.8719,0.7602
NGC3917,Sc–Scd,3.50,56.55,2.566e-11,0.663,1.3628,1.8572
NGC3917,Sc–Scd,4.37,51.23,2.813e-11,0.638,1.1433,1.3072
NGC3917,Sc–Scd,5.24,41.93,2.987e-11,0.615,1.0858,1.1790
NGC3917,Sc–Scd,6.11,33.09,2.966e-11,0.604,1.1161,1.2458
NGC3917,Sc–Scd,6.98,23.59,2.839e-11,0.606,1.1451,1.3112
NGC3917,Sc–Scd,7.85,18.26,2.653e-11,0.611,1.1418,1.3038
NGC3917,Sc–Scd,8.72,13.31,2.369e-11,0.624,1.1465,1.3144
NGC3917,Sc–Scd,9.60,9.91,2.213e-11,0.632,1.0841,1.1752
NGC3917,Sc–Scd,10.47,6.99,2.010e-11,0.644,1.0230,1.0465
NGC3917,Sc–Scd,11.35,4.75,1.820e-11,0.657,1.0164,1.0331
NGC3917,Sc–Scd,12.19,3.23,1.632e-11,0.670,1.0126,1.0253
NGC3917,Sc–Scd,13.12,1.77,1.395e-11,0.689,1.0512,1.1051
NGC3917,Sc–Scd,13.94,0.91,1.244e-11,0.704,1.0762,1.1582
NGC3917,Sc–Scd,14.86,0.40,1.072e-11,0.723,1.0802,1.1668
NGC4085,Sc–Scd,2.71,128.52,1.234e-10,0.423,0.2940,0.0864
NGC4085,Sc–Scd,3.58,88.88,1.033e-10,0.442,0.5226,0.2731
NGC4085,Sc–Scd,4.45,49.10,9.174e-11,0.445,0.4254,0.1810
NGC4085,Sc–Scd,5.32,21.38,7.220e-11,0.476,0.5411,0.2928
NGC4085,Sc–Scd,6.20,6.64,5.388e-11,0.518,0.7399,0.5474
NGC4183,Sc–Scd,1.74,47.70,2.278e-11,0.657,1.3335,1.7781
NGC4183,Sc–Scd,2.61,34.98,2.173e-11,0.664,1.1662,1.3600
NGC4183,Sc–Scd,3.50,27.22,1.817e-11,0.690,1.2322,1.5183
NGC4183,Sc–Scd,4.37,22.41,1.824e-11,0.680,1.3161,1.7322
NGC4183,Sc–Scd,5.24,18.27,1.787e-11,0.680,1.1379,1.2948
NGC4183,Sc–Scd,6.11,16.05,1.731e-11,0.678,1.0706,1.1462
NGC4183,Sc–Scd,6.98,12.33,1.682e-11,0.674,1.0447,1.0914
NGC4183,Sc–Scd,7.85,9.84,1.673e-11,0.671,1.0016,1.0031
NGC4183,Sc–Scd,8.72,6.67,1.667e-11,0.668,0.9448,0.8926
NGC4183,Sc–Scd,9.60,3.56,1.494e-11,0.681,0.9329,0.8703
NGC4183,Sc–Scd,10.47,1.92,1.307e-11,0.700,0.8231,0.6774
NGC4183,Sc–Scd,11.35,1.24,1.216e-11,0.712,0.7439,0.5534
NGC4183,Sc–Scd,12.31,0.85,1.019e-11,0.732,0.7981,0.6370
NGC4183,Sc–Scd,13.12,0.69,8.816e-12,0.748,0.7865,0.6185
NGC4183,Sc–Scd,14.05,0.55,7.786e-12,0.760,0.7737,0.5986
NGC4183,Sc–Scd,14.98,0.45,7.166e-12,0.769,0.7770,0.6037
NGC4183,Sc–Scd,16.03,0.35,6.339e-12,0.780,0.8252,0.6810
NGC4183,Sc–Scd,16.95,0.25,5.574e-12,0.791,0.8317,0.6917
NGC4183,Sc–Scd,17.88,0.17,5.229e-12,0.797,0.7932,0.6291
NGC4183,Sc–Scd,18.93,0.13,4.709e-12,0.806,0.8174,0.6682
NGC4183,Sc–Scd,19.97,0.09,4.202e-12,0.815,0.8726,0.7615
NGC4183,Sc–Scd,21.02,0.00,3.844e-12,0.822,0.8926,0.7967
NGC4559,Sc–Scd,1.32,155.61,7.119e-11,0.520,0.3886,0.1510
NGC4559,Sc–Scd,1.97,116.04,6.428e-11,0.537,0.3234,0.1046
NGC4559,Sc–Scd,2.62,91.37,5.818e-11,0.547,0.4202,0.1766
NGC4559,Sc–Scd,3.28,77.28,5.687e-11,0.539,0.5193,0.2697
NGC4559,Sc–Scd,3.93,57.52,5.555e-11,0.530,0.4821,0.2324
NGC4559,Sc–Scd,4.58,37.41,4.989e-11,0.540,0.4551,0.2071
NGC4559,Sc–Scd,5.22,29.09,4.355e-11,0.557,0.4784,0.2289
NGC4559,Sc–Scd,5.90,21.43,3.844e-11,0.572,0.4532,0.2054
NGC4559,Sc–Scd,6.54,15.69,3.367e-11,0.590,0.4986,0.2486
NGC4559,Sc–Scd,7.19,14.12,2.981e-11,0.606,0.5602,0.3138
NGC4559,Sc–Scd,7.87,11.91,2.761e-11,0.612,0.5940,0.3529
NGC4559,Sc–Scd,8.51,8.78,2.582e-11,0.617,0.6116,0.3741
NGC4559,Sc–Scd,9.16,5.43,2.350e-11,0.628,0.6295,0.3963
NGC4559,Sc–Scd,9.84,2.81,2.101e-11,0.645,0.6518,0.4248
NGC4559,Sc–Scd,10.48,2.08,1.900e-11,0.661,0.6902,0.4764
NGC4559,Sc–Scd,11.13,1.47,1.734e-11,0.673,0.7070,0.4999
NGC4559,Sc–Scd,11.78,1.12,1.572e-11,0.686,0.7338,0.5385
NGC4559,Sc–Scd,12.43,0.85,1.429e-11,0.698,0.7430,0.5520
NGC4559,Sc–Scd,13.08,0.65,1.318e-11,0.707,0.7430,0.5520
NGC4559,Sc–Scd,13.73,0.41,1.238e-11,0.715,0.7502,0.5628
NGC4559,Sc–Scd,14.38,0.26,1.162e-11,0.723,0.7580,0.5746
NGC4559,Sc–Scd,15.03,0.25,1.087e-11,0.731,0.7539,0.5683
NGC4559,Sc–Scd,15.68,0.26,1.033e-11,0.737,0.7242,0.5244
NGC4559,Sc–Scd,16.33,0.18,9.939e-12,0.741,0.7063,0.4988
NGC4559,Sc–Scd,16.98,0.10,9.564e-12,0.745,0.6897,0.4757
NGC4559,Sc–Scd,17.72,0.07,9.154e-12,0.750,0.6407,0.4105
NGC4559,Sc–Scd,18.28,0.06,8.915e-12,0.753,0.6420,0.4121
NGC4559,Sc–Scd,19.02,0.04,8.545e-12,0.758,0.6293,0.3960
NGC4559,Sc–Scd,19.67,0.03,8.199e-12,0.762,0.6072,0.3687
NGC4559,Sc–Scd,20.32,0.02,7.821e-12,0.766,0.5904,0.3486
NGC4559,Sc–Scd,20.97,0.00,7.416e-12,0.771,0.5787,0.3349
NGC5033,Sc–Scd,3.80,153.62,4.115e-10,0.314,0.0468,0.0022
NGC5033,Sc–Scd,5.33,68.92,2.392e-10,0.373,0.4620,0.2135
NGC5033,Sc–Scd,6.85,31.89,1.554e-10,0.425,0.7328,0.5370
NGC5033,Sc–Scd,8.00,23.24,1.154e-10,0.464,0.8424,0.7097
NGC5033,Sc–Scd,10.28,18.68,7.553e-11,0.516,0.9575,0.9168
NGC5033,Sc–Scd,12.56,10.26,5.437e-11,0.554,1.0087,1.0175
NGC5033,Sc–Scd,14.91,5.74,4.053e-11,0.592,1.0857,1.1788
NGC5033,Sc–Scd,17.15,4.29,3.208e-11,0.620,1.0856,1.1785
NGC5033,Sc–Scd,19.39,3.65,2.649e-11,0.642,1.1126,1.2379
NGC5033,Sc–Scd,21.64,2.62,2.332e-11,0.654,1.1134,1.2397
NGC5033,Sc–Scd,24.01,1.25,2.017e-11,0.671,1.1270,1.2701
NGC5033,Sc–Scd,26.25,0.64,1.728e-11,0.689,1.0792,1.1647
NGC5033,Sc–Scd,28.50,0.45,1.465e-11,0.708,1.0960,1.2013
NGC5033,Sc–Scd,30.87,0.32,1.232e-11,0.726,1.0016,1.0033
NGC5033,Sc–Scd,33.12,0.20,1.066e-11,0.740,0.9241,0.8540
NGC5033,Sc–Scd,35.36,0.13,9.225e-12,0.754,0.8540,0.7293
NGC5033,Sc–Scd,37.73,0.08,8.040e-12,0.767,0.9031,0.8156
NGC5033,Sc–Scd,39.98,0.06,7.128e-12,0.778,0.9095,0.8273
NGC5033,Sc–Scd,42.22,0.04,6.372e-12,0.788,0.9506,0.9036
NGC5033,Sc–Scd,44.59,0.00,5.699e-12,0.797,0.9905,0.9811
NGC5907,Sc–Scd,7.55,122.09,9.233e-11,0.384,2.0062,4.0247
NGC5907,Sc–Scd,10.07,83.85,8.296e-11,0.420,1.5804,2.4978
NGC5907,Sc–Scd,12.58,45.35,7.055e-11,0.447,1.2557,1.5768
NGC5907,Sc–Scd,15.10,27.45,5.543e-11,0.487,1.1060,1.2232
NGC5907,Sc–Scd,17.61,18.07,4.521e-11,0.517,1.0967,1.2029
NGC5907,Sc–Scd,20.13,10.69,3.801e-11,0.544,1.0744,1.1544
NGC5907,Sc–Scd,22.65,6.10,3.228e-11,0.571,0.9339,0.8721
NGC5907,Sc–Scd,25.16,3.69,2.586e-11,0.601,0.9940,0.9880
NGC5907,Sc–Scd,27.68,2.36,2.199e-11,0.625,1.0730,1.1513
NGC5907,Sc–Scd,30.20,1.57,1.983e-11,0.643,0.8720,0.7604
NGC5907,Sc–Scd,32.71,1.04,1.679e-11,0.663,0.8631,0.7449
NGC5907,Sc–Scd,35.23,0.65,1.501e-11,0.679,0.8426,0.7099
NGC5907,Sc–Scd,37.75,0.40,1.287e-11,0.696,0.8586,0.7373
NGC5907,Sc–Scd,40.26,0.25,1.154e-11,0.710,0.9346,0.8735
NGC5907,Sc–Scd,42.78,0.15,1.009e-11,0.724,0.9542,0.9104
NGC5907,Sc–Scd,45.29,0.10,9.074e-12,0.736,0.9507,0.9039
NGC5907,Sc–Scd,47.81,0.06,8.188e-12,0.746,0.9852,0.9706
NGC5907,Sc–Scd,50.33,0.00,7.655e-12,0.754,0.9313,0.8674
NGC6015,Sc–Scd,0.67,367.52,9.308e-11,0.540,0.8724,0.7611
NGC6015,Sc–Scd,1.00,282.86,1.039e-10,0.516,1.4699,2.1607
NGC6015,Sc–Scd,1.32,213.31,9.144e-11,0.535,1.6529,2.7320
NGC6015,Sc–Scd,1.65,189.78,8.237e-11,0.547,1.3489,1.8196
NGC6015,Sc–Scd,1.98,178.37,7.749e-11,0.551,1.1933,1.4239
NGC6015,Sc–Scd,2.31,162.28,7.626e-11,0.545,1.2295,1.5116
NGC6015,Sc–Scd,2.63,156.77,7.670e-11,0.536,1.4833,2.2003
NGC6015,Sc–Scd,2.96,145.68,7.921e-11,0.521,1.6059,2.5789
NGC6015,Sc–Scd,3.28,133.82,8.192e-11,0.506,1.5325,2.3485
NGC6015,Sc–Scd,3.61,118.54,8.405e-11,0.493,1.4442,2.0857
NGC6015,Sc–Scd,3.94,101.79,8.453e-11,0.484,1.3316,1.7731
NGC6015,Sc–Scd,4.27,83.88,8.327e-11,0.479,1.2924,1.6704
NGC6015,Sc–Scd,4.60,67.70,7.938e-11,0.483,1.1264,1.2687
NGC6015,Sc–Scd,4.94,54.16,7.407e-11,0.491,1.0306,1.0621
NGC6015,Sc–Scd,5.30,44.22,6.757e-11,0.504,0.9414,0.8861
NGC6015,Sc–Scd,5.63,40.18,6.235e-11,0.515,0.8857,0.7844
NGC6015,Sc–Scd,5.96,36.71,5.911e-11,0.520,1.0373,1.0760
NGC6015,Sc–Scd,6.27,31.57,5.618e-11,0.526,0.9402,0.8840
NGC6015,Sc–Scd,8.24,11.91,3.986e-11,0.570,0.8993,0.8088
NGC6015,Sc–Scd,10.30,5.62,2.833e-11,0.618,0.8453,0.7145
NGC6015,Sc–Scd,11.13,4.33,2.556e-11,0.631,0.8926,0.7968
NGC6015,Sc–Scd,11.95,2.99,2.344e-11,0.642,0.9319,0.8685
NGC6015,Sc–Scd,12.72,1.93,2.145e-11,0.654,0.9402,0.8840
NGC6015,Sc–Scd,13.58,1.42,1.935e-11,0.668,0.9948,0.9897
NGC6015,Sc–Scd,14.43,1.00,1.752e-11,0.680,1.0346,1.0704
NGC6015,Sc–Scd,15.29,0.70,1.587e-11,0.692,1.0393,1.0802
NGC6015,Sc–Scd,16.02,0.48,1.460e-11,0.702,1.0646,1.1333
NGC6015,Sc–Scd,16.88,0.30,1.322e-11,0.713,1.1134,1.2398
NGC6015,Sc–Scd,17.73,0.22,1.202e-11,0.723,1.1623,1.3509
NGC6015,Sc–Scd,18.59,0.15,1.095e-11,0.733,1.1561,1.3366
NGC6015,Sc–Scd,19.32,0.11,1.018e-11,0.741,1.2003,1.4408
NGC6015,Sc–Scd,20.18,0.07,9.416e-12,0.749,1.2217,1.4926
NGC6015,Sc–Scd,21.04,0.05,8.700e-12,0.757,1.2472,1.5555
NGC6015,Sc–Scd,21.89,0.04,8.053e-12,0.764,1.1992,1.4381
NGC6015,Sc–Scd,22.63,0.03,7.582e-12,0.770,1.1289,1.2745
NGC6015,Sc–Scd,23.48,0.02,7.097e-12,0.776,1.0607,1.1251
NGC6015,Sc–Scd,24.34,0.01,6.631e-12,0.782,1.0489,1.1001
NGC6015,Sc–Scd,25.19,0.01,6.251e-12,0.787,0.9649,0.9310
NGC6015,Sc–Scd,25.93,0.01,6.185e-12,0.788,1.0014,1.0029
NGC6015,Sc–Scd,26.78,0.01,5.443e-12,0.799,1.1107,1.2335
NGC6015,Sc–Scd,27.64,0.01,4.984e-12,0.806,1.0510,1.1046
NGC6015,Sc–Scd,28.37,0.00,4.642e-12,0.811,1.1948,1.4277
NGC6015,Sc–Scd,29.23,0.00,4.330e-12,0.817,1.1022,1.2148
NGC6503,Sc–Scd,1.52,281.64,1.630e-10,0.383,0.4976,0.2476
NGC6503,Sc–Scd,2.28,112.80,1.459e-10,0.391,0.2774,0.0770
NGC6503,Sc–Scd,3.04,33.24,9.795e-11,0.447,0.6377,0.4067
NGC6503,Sc–Scd,3.79,14.31,6.513e-11,0.505,0.9057,0.8202
NGC6503,Sc–Scd,4.55,7.32,4.585e-11,0.553,1.0291,1.0591
NGC6503,Sc–Scd,5.31,4.46,3.440e-11,0.592,0.9846,0.9695
NGC6503,Sc–Scd,6.07,3.44,2.690e-11,0.624,1.0076,1.0153
NGC6503,Sc–Scd,6.83,2.65,2.202e-11,0.647,1.0355,1.0723
NGC6503,Sc–Scd,7.59,1.49,1.839e-11,0.668,1.0543,1.1116
NGC6503,Sc–Scd,8.35,0.97,1.547e-11,0.689,1.0467,1.0956
NGC6503,Sc–Scd,9.11,0.87,1.330e-11,0.706,1.0556,1.1143
NGC6503,Sc–Scd,9.86,0.77,1.172e-11,0.719,1.0819,1.1705
NGC6503,Sc–Scd,10.64,0.41,1.035e-11,0.732,1.1089,1.2297
NGC6503,Sc–Scd,11.38,0.29,9.261e-12,0.744,1.1058,1.2228
NGC6503,Sc–Scd,12.12,0.21,8.377e-12,0.754,1.1246,1.2647
NGC6503,Sc–Scd,12.86,0.15,7.657e-12,0.763,1.0900,1.1880
NGC6503,Sc–Scd,13.70,0.10,6.927e-12,0.772,1.0598,1.1233
NGC6503,Sc–Scd,14.44,0.07,6.302e-12,0.781,1.0408,1.0833
NGC6503,Sc–Scd,15.18,0.05,5.736e-12,0.789,1.0940,1.1968
NGC6503,Sc–Scd,15.91,0.04,5.264e-12,0.796,1.0750,1.1557
NGC6503,Sc–Scd,16.65,0.03,4.887e-12,0.803,1.0486,1.0996
NGC6503,Sc–Scd,17.49,0.01,4.479e-12,0.810,1.0498,1.1022
NGC6503,Sc–Scd,18.23,0.01,4.135e-12,0.816,1.0564,1.1159
NGC6503,Sc–Scd,18.97,0.01,3.806e-12,0.822,1.0446,1.0912
NGC6503,Sc–Scd,19.71,0.01,3.539e-12,0.828,1.0710,1.1470
NGC6503,Sc–Scd,20.45,0.01,3.308e-12,0.833,1.0511,1.1047
NGC6503,Sc–Scd,21.29,0.01,3.075e-12,0.838,1.0967,1.2027
NGC6503,Sc–Scd,22.03,0.00,2.880e-12,0.842,1.0784,1.1629
NGC6503,Sc–Scd,22.76,0.00,2.705e-12,0.846,1.1489,1.3200
NGC6503,Sc–Scd,23.50,0.00,2.535e-12,0.851,1.0880,1.1837
NGC6946,Sc–Scd,1.22,492.56,4.295e-10,0.315,0.2405,0.0579
NGC6946,Sc–Scd,1.59,401.21,3.261e-10,0.347,0.0756,0.0057
NGC6946,Sc–Scd,1.96,339.70,2.635e-10,0.374,0.1291,0.0167
NGC6946,Sc–Scd,2.34,320.63,2.321e-10,0.385,0.2177,0.0474
NGC6946,Sc–Scd,2.71,264.90,2.210e-10,0.382,0.0737,0.0054
NGC6946,Sc–Scd,2.99,235.81,2.029e-10,0.391,0.1440,0.0207
NGC6946,Sc–Scd,3.37,202.22,1.866e-10,0.398,0.1489,0.0222
NGC6946,Sc–Scd,3.74,174.44,1.711e-10,0.407,0.2931,0.0859
NGC6946,Sc–Scd,4.12,159.69,1.583e-10,0.414,0.4078,0.1663
NGC6946,Sc–Scd,4.40,150.01,1.521e-10,0.416,0.4924,0.2424
NGC6946,Sc–Scd,4.77,133.94,1.458e-10,0.416,0.5537,0.3065
NGC6946,Sc–Scd,5.15,120.98,1.403e-10,0.416,0.5449,0.2969
NGC6946,Sc–Scd,5.52,104.00,1.384e-10,0.412,0.4918,0.2419
NGC6946,Sc–Scd,5.89,70.85,1.301e-10,0.418,0.5165,0.2668
NGC6946,Sc–Scd,6.17,63.09,1.206e-10,0.429,0.5266,0.2773
NGC6946,Sc–Scd,6.55,61.97,1.129e-10,0.436,0.5421,0.2939
NGC6946,Sc–Scd,6.92,49.23,1.078e-10,0.440,0.5386,0.2901
NGC6946,Sc–Scd,7.30,36.26,9.999e-11,0.450,0.5164,0.2666
NGC6946,Sc–Scd,7.58,30.07,9.345e-11,0.460,0.5467,0.2989
NGC6946,Sc–Scd,7.95,24.68,8.512e-11,0.474,0.5920,0.3504
NGC6946,Sc–Scd,8.33,23.20,7.773e-11,0.489,0.6129,0.3757
NGC6946,Sc–Scd,8.70,23.41,7.315e-11,0.496,0.6045,0.3654
NGC6946,Sc–Scd,9.08,20.52,6.894e-11,0.503,0.5970,0.3564
NGC6946,Sc–Scd,9.36,17.77,6.569e-11,0.508,0.5584,0.3118
NGC6946,Sc–Scd,9.73,15.05,6.126e-11,0.518,0.5672,0.3217
NGC6946,Sc–Scd,10.10,12.98,5.739e-11,0.526,0.5894,0.3474
NGC6946,Sc–Scd,10.48,11.16,5.366e-11,0.535,0.5787,0.3350
NGC6946,Sc–Scd,10.76,9.95,5.111e-11,0.541,0.6132,0.3760
NGC6946,Sc–Scd,11.13,8.56,4.784e-11,0.550,0.6898,0.4758
NGC6946,Sc–Scd,11.51,7.31,4.500e-11,0.558,0.7084,0.5018
NGC6946,Sc–Scd,11.88,6.29,4.248e-11,0.566,0.7414,0.5497
NGC6946,Sc–Scd,12.26,5.38,4.020e-11,0.573,0.7367,0.5428
NGC6946,Sc–Scd,12.54,4.79,3.870e-11,0.579,0.7270,0.5286
NGC6946,Sc–Scd,12.91,4.13,3.685e-11,0.585,0.7355,0.5410
NGC6946,Sc–Scd,13.29,3.53,3.519e-11,0.592,0.7398,0.5474
NGC6946,Sc–Scd,13.66,3.04,3.375e-11,0.598,0.7749,0.6004
NGC6946,Sc–Scd,14.03,2.61,3.234e-11,0.604,0.7623,0.5811
NGC6946,Sc–Scd,14.31,2.33,3.135e-11,0.608,0.7164,0.5133
NGC6946,Sc–Scd,14.69,2.00,2.967e-11,0.615,0.6713,0.4507
NGC6946,Sc–Scd,15.06,1.71,2.799e-11,0.623,0.6625,0.4388
NGC6946,Sc–Scd,15.44,1.47,2.655e-11,0.629,0.6480,0.4200
NGC6946,Sc–Scd,15.72,1.30,2.567e-11,0.634,0.6404,0.4102
NGC6946,Sc–Scd,16.09,1.12,2.289e-11,0.646,0.7011,0.4916
NGC6946,Sc–Scd,16.47,0.96,2.182e-11,0.652,0.6821,0.4653
NGC6946,Sc–Scd,16.84,0.82,2.087e-11,0.658,0.6776,0.4591
NGC6946,Sc–Scd,17.21,0.71,1.997e-11,0.663,0.6728,0.4526
NGC6946,Sc–Scd,17.50,0.63,1.930e-11,0.667,0.6807,0.4634
NGC6946,Sc–Scd,17.87,0.55,1.849e-11,0.672,0.6902,0.4763
NGC6946,Sc–Scd,18.24,0.47,1.775e-11,0.677,0.7443,0.5539
NGC6946,Sc–Scd,18.62,0.40,1.703e-11,0.682,0.7376,0.5441
NGC6946,Sc–Scd,18.90,0.35,1.653e-11,0.686,0.7590,0.5761
NGC6946,Sc–Scd,19.27,0.30,1.592e-11,0.690,0.7358,0.5415
NGC6946,Sc–Scd,19.65,0.26,1.535e-11,0.694,0.6977,0.4867
NGC6946,Sc–Scd,20.02,0.00,1.472e-11,0.699,0.7364,0.5423
NGC6946,Sc–Scd,20.40,0.00,1.413e-11,0.704,0.7009,0.4912
UGC02885,Sc–Scd,3.41,440.76,4.827e-10,0.245,0.9243,0.8542
UGC02885,Sc–Scd,6.82,181.57,2.184e-10,0.360,0.7566,0.5725
UGC02885,Sc–Scd,13.67,62.62,9.657e-11,0.469,0.9079,0.8243
UGC02885,Sc–Scd,19.49,30.74,6.063e-11,0.525,1.0673,1.1391
