full_name,diameter,rot_per,albedo,class,H,GM
   390 Alma (A894 FA),25.688,3.74097,0.268,MBA,10.19,
   391 Ingeborg (A894 VB),15.751,26.391,0.290,MCA,10.85,
   392 Wilhelmina (A894 VD),60.750,13.058,0.173,MBA,9.73,
   393 Lampetia (A894 VC),116.191,38.455,0.022,MBA,8.37,
   394 Arduina (A894 WB),29.970,16.53,0.294,MBA,9.70,
   395 Delia (A894 WC),44.189,19.681,0.033,MBA,10.52,
   396 Aeolia (A894 XA),39.242,14.353,0.126,MBA,10.12,
   397 Vienna (A894 YA),49.032,15.48,0.139,MBA,9.35,
   398 Admete (A894 YB),49.771,20.998,0.054,MBA,10.70,
   399 Persephone (A895 DD),39.566,9.136,0.311,MBA,8.91,
   400 Ducrosa (A895 EC),36.001,6.8678,0.112,MBA,10.74,
   401 Ottilia (A895 FA),87.803,6.049,0.052,OMB,9.44,
   402 Chloe (A895 FB),55.421,10.664,0.164,MBA,9.10,
   403 Cyane (A895 KA),53.574,12.283,0.173,MBA,9.03,
   404 Arsinoe (A895 MA),94.970,8.887,0.037,MBA,9.13,
   405 Thia (A895 OB),108.894,9.95,0.018,MBA,8.79,
   406 Erna (A895 QA),46.266,8.789,0.060,MBA,10.42,
   407 Arachne (A895 TB),95.07,22.627,0.0548,MBA,9.16,
   408 Fama (A917 RB),35.620,202.1,0.221,MBA,9.36,
   409 Aspasia (A895 XC),171.012,9.022,0.054,MBA,7.65,
   410 Chloris (A896 AC),118.929,32.5,0.043,MBA,8.42,
   411 Xanthe (A896 AD),76.53,11.344,0.0831,MBA,9.54,
   412 Elisabetha (A896 AB),96.056,19.635,0.044,MBA,9.13,
   413 Edburga (A896 AA),34.242,15.773,0.129,MBA,10.04,
   414 Liriope (A896 BB),88.760,11.005,0.027,OMB,9.62,
   415 Palatia (A896 CA),83.560,20.73,0.063,MBA,9.46,
   416 Vaticana (A896 JA),85.47,5.372,0.1689,MBA,7.72,
   417 Suevia (A896 JB),54.874,7.034,0.072,MBA,9.67,
   418 Alemannia (A896 RD),40.330,4.671,0.201,MBA,9.75,
   419 Aurelia (A896 RF),148.701,16.784,0.034,MBA,8.56,
   420 Bertholda (A896 RC),138.699,10.987,0.044,OMB,8.31,
   421 Zahringia (A896 RE),14.119,25.509,0.172,MBA,11.57,
   422 Berolina (A896 TA),10.714,25.978,0.716,MBA,10.65,
   423 Diotima (A896 XA),175.859,4.775,0.067,MBA,7.39,
   424 Gratia (A896 YD),102.565,20.063,0.027,MBA,9.73,
   425 Cornelia (A896 YC),67.925,17.505,0.042,MBA,9.74,
   426 Hippo (A897 RA),137.562,67.52,0.040,MBA,8.55,
   427 Galene (A897 RB),32.193,3.705,0.205,MBA,10.17,
   428 Monachia (A897 WA),20.184,3.63384,0.069,MBA,11.99,
   429 Lotis (A897 WB),69.62,13.577,0.0430,MBA,9.98,
   430 Hybris (A897 YA),31.702,7.205,0.054,MBA,11.09,
   431 Nephele (A897 YB),101.900,13.53,0.055,MBA,9.08,
   432 Pythia (A897 YC),46.90,8.252,0.2338,MBA,9.07,
   433 Eros (A898 PA),16.84,5.27,0.25,AMO,10.40,4.463e-04
   434 Hungaria (A898 RB),8.934,26.521,0.726,IMB,11.20,
   435 Ella (A898 RA),34.792,4.623,0.118,MBA,10.46,
   436 Patricia (A898 RC),58.609,16.133,0.060,OMB,10.02,
   437 Rhodia (A898 OA),13.373,433.2,0.677,MBA,10.46,
   438 Zeuxo (A898 VG),58.871,8.831,0.061,MBA,10.18,
   439 Ohio (A898 TA),70.421,37.46,0.027,MBA,9.82,
   440 Theodora (A898 TB),13.600,4.828,0.630,MBA,11.54,
   441 Bathilde (A898 XA),65.131,10.446,0.204,MBA,8.65,
   442 Eichsfeldia (A899 CA),62.171,11.871,0.044,MBA,9.95,
   443 Photographica (A899 DA),25.504,19.795,0.210,MBA,10.14,
   444 Gyptis (A899 FA),159.331,6.214,0.051,MBA,8.06,
   445 Edna (A899 TC),87.812,19.959,0.044,OMB,9.28,
   446 Aeternitas (A899 UB),53.562,15.7413,0.317,MBA,8.85,
   447 Valentine (A899 UD),85.224,9.651,0.061,MBA,9.05,
   448 Natalie (A899 UC),50.534,8.0646,0.052,MBA,10.20,
   449 Hamburga (A899 UE),85.59,36.516,0.0393,MBA,9.90,
   450 Brigitta (A899 VB),37.038,10.7657,0.094,MBA,10.42,
   451 Patientia (A899 XA),253.900,9.727,0.085,MBA,6.78,
   452 Hamiltonia (A899 XB),11.563,2.8813,0.252,MBA,11.86,
   453 Tea (A900 DD),23.985,6.812,0.137,MBA,10.56,
   454 Mathesis (A900 FB),81.743,8.378,0.055,MBA,9.39,
   455 Bruchsalia (A900 KC),88.792,11.839,0.033,MBA,8.94,
   456 Abnoba (A900 LA),37.713,18.281,0.286,MBA,9.10,
   457 Alleghenia (A900 RA),18.739,21.953,0.208,MBA,11.10,
   458 Hercynia (A900 SD),36.698,21.806,0.191,MBA,9.74,
   459 Signe (A900 UH),25.784,5.5362,0.221,MBA,10.35,
   460 Scania (A900 UF),19.689,164.1,0.262,MBA,10.75,
   461 Saskia (A900 UG),43.603,7.348,0.057,MBA,10.49,
   462 Eriphyla (A900 UJ),34.274,8.659,0.259,MBA,9.32,
   463 Lola (A900 UK),20.908,6.206,0.082,MBA,11.74,
   464 Megaira (A901 AB),77.056,12.879,0.045,MBA,9.71,
   465 Alekto (A901 AC),73.34,10.936,0.0433,MBA,9.83,
   466 Tisiphone (A901 BB),95.495,8.834,0.092,OMB,8.40,
   467 Laura (A901 AA),39.471,70.63,0.037,MBA,10.91,
   468 Lina (A901 BC),60.238,16.33,0.057,MBA,9.84,
   469 Argentina (A901 DC),133.718,17.5727,0.035,MBA,8.65,
   470 Kilia (A901 HC),27.750,296.2,0.148,MBA,10.05,
   471 Papagena (A901 LA),148.128,7.113,0.164,MBA,6.34,
   472 Roma (A901 NA),50.278,9.8007,0.189,MBA,8.86,
   473 Nolli (A901 CB),12.394,3.0785,0.138,MBA,11.70,
   474 Prudentia (A901 CC),40.972,8.572,0.041,MBA,10.95,
   475 Ocllo (A901 PA),17.830,7.3151,0.057,MCA,11.53,
   476 Hedwig (A901 QB),138.493,27.33,0.035,MBA,8.70,
   477 Italia (A901 QC),22.988,19.413,0.246,MBA,10.26,
   478 Tergeste (A901 SC),80.738,16.11,0.174,MBA,7.93,
   479 Caprera (A901 VK),60.088,9.454,0.071,MBA,9.81,
   480 Hansa (A901 KB),56.22,16.19,0.2485,MBA,8.22,
   481 Emita (A902 CB),101.829,14.412,0.032,MBA,8.78,
   482 Petrina (A902 EH),45.751,11.7922,0.246,MBA,8.90,
   483 Seppina (A902 EJ),66.858,12.727,0.184,OMB,8.41,
   484 Pittsburghia (A902 HA),30.060,10.63,0.222,MBA,9.69,
   485 Genua (A902 JC),63.88,17.59,0.2072,MBA,8.23,
   486 Cremona (A902 JD),22.781,65.15,0.150,MBA,11.18,
   487 Venetia (A902 NC),59.046,13.34,0.328,MBA,8.41,
   488 Kreusa (A902 MC),168.117,32.645,0.047,MBA,7.89,
   489 Comacina (A902 RD),139.39,9.02,0.0427,MBA,8.60,
   490 Veritas (A902 RE),118.803,7.93,0.059,MBA,8.66,
   491 Carina (A902 RG),91.176,14.836,0.037,MBA,9.00,
   492 Gismonda (A902 RF),53.418,6.488,0.069,MBA,9.98,
   493 Griseldis (A902 RH),41.550,51.94,0.081,MBA,10.91,
   494 Virtus (A902 TF),100.786,40.42,0.065,MBA,9.28,
   495 Eulalia (A902 UL),37.287,28.967,0.062,MBA,11.17,
   496 Gryphia (A902 UM),14.403,1072,0.193,MBA,11.75,
   497 Iva (A902 VB),40.932,4.62,0.119,MBA,9.82,
   498 Tokio (A902 XA),81.83,41.85,0.0694,MBA,8.85,
   499 Venusia (A902 YE),77.328,13.48,0.052,OMB,9.58,
   500 Selinur (A903 BJ),40.828,8.0111,0.202,MBA,9.45,
   501 Urhixidur (A903 BK),74.457,13.1743,0.052,MBA,9.47,
   502 Sigune (A903 BM),15.805,10.922,0.178,MBA,10.72,
   503 Evelyn (A903 BL),81.68,38.871,0.0585,MBA,9.29,
   504 Cora (A902 NB),30.438,7.587,0.239,MBA,10.12,
   505 Cava (A902 QA),115,8.1789,0.040,MBA,8.74,
   506 Marion (A903 DB),105.94,13.546,0.0454,MBA,8.96,
   507 Laodica (A903 DC),45.170,4.706,0.198,MBA,9.21,
   508 Princetonia (A903 HC),117.241,52.8,0.065,MBA,8.37,
   509 Iolanda (A903 HD),51.892,12.306,0.253,MBA,8.39,
   510 Mabella (A903 KA),60.450,19.4,0.062,MBA,9.74,
   511 Davida (A903 KB),270.327,5.1297,0.076,MBA,6.42,
   512 Taurinensis (A903 MC),23.09,5.585,0.1772,MCA,10.76,
   513 Centesima (A916 BC),48.805,4.79,0.089,MBA,9.49,
   514 Armida (A903 QC),120.093,21.851,0.030,MBA,9.20,
   515 Athalia (A903 SH),41.190,10.636,0.039,MBA,10.93,
   516 Amherstia (A903 SG),65.144,7.4842,0.202,MBA,8.35,
   517 Edith (A903 SK),111.890,9.2747,0.026,MBA,9.64,
   518 Halawe (A915 TP),16.157,14.31,0.246,MBA,11.11,
   519 Sylvania (A903 UJ),40.078,17.962,0.246,MBA,9.13,
   520 Franziska (A903 UK),25.261,16.507,0.147,MBA,10.62,
   521 Brixia (A904 AE),107.227,28.479,0.073,MBA,8.57,
   522 Helga (A904 AF),101.22,8.129,0.0388,OMB,9.01,
   523 Ada (A904 BA),31.89,10.03,0.2512,MBA,10.01,
   524 Fidelio (A904 ED),65.527,14.198,0.048,MBA,9.84,
   525 Adelaide (A908 UJ),9.326,19.967,0.221,MBA,12.21,
   526 Jena (A904 EE),44.840,11.877,0.077,MBA,10.12,
   527 Euryanthe (A904 FC),52.627,42.75,0.039,MBA,10.40,
   528 Rezia (A904 FA),91.966,7.337,0.046,OMB,9.22,
   529 Preziosa (A904 FB),32.01,25.943,0.1632,MBA,9.93,
   530 Turandot (A904 GB),84.85,19.961,0.0472,MBA,9.37,
   531 Zerlina (A904 GC),17.804,16.706,0.101,MBA,12.05,
   532 Herculina (A904 HE),167.791,9.405,0.285,MBA,5.92,
   533 Sara (A904 HC),30.819,11.654,0.252,MBA,9.82,
   534 Nassovia (A904 HD),32.333,9.382,0.213,MBA,9.65,
   535 Montague (A904 JE),79.299,10.2482,0.054,MBA,9.56,
   536 Merapi (A904 JF),147.066,8.791,0.048,OMB,8.12,
   537 Pauly (A904 NB),40.732,16.168,0.322,MBA,8.78,
   538 Friederike (A904 OA),70.640,46.728,0.065,MBA,9.57,
   539 Pamina (A904 PD),68.356,13.903,0.052,MBA,10.23,
   540 Rosamunde (A904 PE),19.152,9.351,0.331,MBA,10.75,
   541 Deborah (A904 PF),60.147,29.368,0.055,MBA,10.24,
   542 Susanna (A904 QA),42.117,10.069,0.217,MBA,9.37,
   543 Charlotte (A904 RG),45.613,10.718,0.144,MBA,9.48,
   544 Jetta (A904 RH),27.169,7.745,0.262,MBA,10.01,
   545 Messalina (A904 TC),112.631,7.2,0.041,OMB,8.79,
   546 Herodias (A904 TD),65.945,10.77,0.054,MBA,9.72,
   547 Praxedis (A904 TE),52.462,9.105,0.101,MBA,9.98,
   548 Kressida (A904 TF),14.008,11.93,0.282,MBA,11.35,
   549 Jessonda (A904 WA),15.530,2.9713,0.289,MBA,10.87,
   550 Senta (A904 WB),37.434,20.555,0.225,MBA,9.33,
   551 Ortrud (A904 WC),81.113,17.416,0.040,MBA,9.79,
   552 Sigelinde (A904 XB),88.697,17.156,0.036,MBA,9.63,
   553 Kundry (A904 YA),9.010,12.605,0.287,MBA,12.39,
   554 Peraga (A905 AE),95.87,13.7128,0.0496,MBA,9.28,
   555 Norma (A905 AF),31.040,19.508,0.119,MBA,10.93,
   556 Phyllis (A905 AD),36.279,4.293,0.201,MBA,9.50,
   557 Violetta (A905 BD),22.621,5.0887,0.084,MBA,12.12,
   558 Carmen (A905 CK),54.811,11.387,0.131,MBA,9.03,
   559 Nanon (A905 EB),79.82,10.059,0.0500,MBA,9.53,
   560 Delila (A905 EC),35.334,29.913,0.062,MBA,10.94,
   561 Ingwelde (A905 FC),31.562,12.012,0.058,MBA,11.42,
   562 Salome (A905 GC),32.651,6.351,0.158,MBA,9.99,
   563 Suleika (A905 GD),53.29,5.69,0.2477,MBA,8.38,
   564 Dudu (A905 JD),52.010,8.882,0.050,MBA,10.45,
   565 Marbachia (A905 JE),27.332,4.587,0.105,MBA,10.85,
   566 Stereoskopia (A905 KA),167.381,12.103,0.039,OMB,8.20,
   567 Eleutheria (A905 KB),93.41,7.717,0.0439,MBA,9.13,
   568 Cheruskia (A905 OD),71.224,13.209,0.056,MBA,9.68,
   569 Misa (A905 OE),72.95,11.595,0.0297,MBA,10.04,
   570 Kythera (A905 OF),87.486,8.117,0.069,OMB,8.88,
   571 Dulcinea (A905 RA),11.696,126.3,0.298,MBA,11.77,
   572 Rebekka (A905 SF),28.903,5.6497,0.089,MBA,10.90,
   573 Recha (A905 SG),47.582,7.16633,0.100,MBA,9.51,
   574 Reginhild (A905 SH),8.456,14.339,0.298,MBA,12.39,
   575 Renate (A905 SJ),19.106,3.676,0.211,MBA,10.96,
   576 Emanuela (A905 SK),74.378,20.372,0.055,MBA,9.50,
   577 Rhea (A905 UR),38.234,12.249,0.230,MBA,9.45,
   578 Happelia (A905 VJ),69.29,10.061,0.0769,MBA,9.53,
   579 Sidonia (A905 VK),85.57,16.29,0.1748,MBA,8.01,
   580 Selene (A905 YB),48.204,9.494,0.082,OMB,10.39,
   581 Tauntonia (A905 YC),61.481,24.994,0.031,OMB,10.01,
   582 Olympia (A906 BM),44.347,36.312,0.218,MBA,8.97,
   583 Klotilde (A905 YD),78.236,9.2135,0.072,MBA,9.32,
   584 Semiramis (A906 AC),54.01,5.068,0.1987,MBA,8.48,
   585 Bilkis (A906 DF),49.761,8.577,0.014,MBA,10.48,
   586 Thekla (A906 DK),95.203,13.67,0.040,MBA,9.52,
   587 Hypsipyle (A906 DM),11.022,2.8881,0.208,MBA,11.90,
   588 Achilles (A906 DN),130.099,7.306,0.043,TJN,8.20,
   589 Croatia (A906 EC),93.617,24.932,0.041,MBA,9.31,
   590 Tomyris (A906 ED),30.577,5.5525,0.187,MBA,10.04,
   591 Irmgard (A906 EE),51.86,7.35,0.0364,MBA,10.63,
   592 Bathseba (A916 BB),43.787,7.7465,0.155,MBA,9.68,
   593 Titania (A906 FK),70.145,9.8968,0.070,MBA,9.34,
   594 Mireille (A906 FM),9.23,4.966,0.3255,MBA,12.15,
   595 Polyxena (A906 FL),90.647,11.801,0.145,OMB,7.96,
   596 Scheila (A906 DL),159.726,15.848,0.040,MBA,8.92,
   597 Bandusia (A906 HE),36.06,7.6636,0.2361,MBA,9.32,
   598 Octavia (A906 GC),78.237,10.8903,0.044,MBA,9.65,
   599 Luisa (A906 HF),70.249,9.566,0.115,MBA,8.68,
   600 Musa (A906 LA),25.115,5.8856,0.227,MBA,10.27,
   601 Nerthus (A906 MC),75.535,13.59,0.043,MBA,9.66,
   602 Marianna (A906 DJ),110.444,35.195,0.067,MBA,8.65,
   603 Timandra (A906 DG),13.73,330.5,0.1354,MBA,11.86,
   604 Tekmessa (A906 DH),64.536,5.5596,0.090,MBA,9.58,
   605 Juvisia (A906 QJ),69.86,15.851,0.0397,MBA,10.05,
   606 Brangane (A906 SK),35.758,12.295,0.096,MBA,10.38,
   607 Jenny (A906 SH),67.520,8.521,0.039,MBA,9.97,
   608 Adolfine (A916 OH),20.365,8.3458,0.245,MBA,10.84,
   609 Fulvia (A906 SL),54.17,35.375,0.0602,MBA,10.41,
   610 Valeska (A906 SN),19.153,4.9047,0.074,MBA,12.52,
   611 Valeria (A906 SM),57.468,6.977,0.124,MBA,9.47,
   612 Veronika (A906 TC),38.767,8.243,0.062,MBA,10.87,
   613 Ginevra (A906 TD),81.344,12.906,0.028,MBA,9.85,
   614 Pia (A906 TE),29.191,4.572,0.094,MBA,11.03,
   615 Roswitha (A906 TF),48.626,4.422,0.020,MBA,10.48,
   616 Elly (A906 UK),21.170,5.297,0.211,MBA,10.60,
   617 Patroclus (A906 UL),140.362,102.8,0.047,TJN,8.22,
   618 Elfriede (A906 UM),131.292,14.791,0.050,MBA,8.54,
   619 Triberga (A906 UN),29.051,29.311,0.219,MBA,9.87,
   620 Drakonia (A906 UO),11.385,5.487,0.419,MBA,10.98,
   621 Werdandi (A906 VM),29.726,11.776,0.127,MBA,11.13,
   622 Esther (A906 VN),21.874,47.413,0.316,MBA,10.33,
   623 Chimaera (A907 BC),44.09,14.635,0.0372,MBA,10.85,
   624 Hektor (A907 CF),225,6.924,0.025,TJN,7.32,
   625 Xenia (A907 CG),28.287,21.017,0.221,MBA,9.97,
   626 Notburga (A907 CH),73.236,19.353,0.032,MBA,9.22,
   627 Charis (A907 EJ),38.018,27.888,0.047,MBA,9.86,
   628 Christine (A907 EK),48.239,16.1783,0.120,MBA,9.23,
   629 Bernardina (A907 EL),35.087,3.763,0.140,MBA,10.06,
   630 Euphemia (A907 EM),15.542,350,0.291,MBA,11.20,
   631 Philippina (A907 FD),50.491,5.899,0.229,MBA,8.62,
   632 Pyrrha (A907 GY),14.419,4.1167,0.195,MBA,11.47,
   633 Zelima (A907 JH),33.387,11.73,0.203,MBA,9.98,
   634 Ute (A907 JJ),74.017,11.7554,0.043,MBA,9.90,
   635 Vundtia (A907 LA),94.415,11.79,0.034,MBA,9.29,
   636 Erika (A907 CE),73.147,14.603,0.048,MBA,9.70,
   637 Chrysothemis (A907 EN),24.194,3.7,0.080,MBA,11.55,
   638 Moira (A917 RC),59.594,9.8768,0.060,MBA,10.09,
   639 Latona (A907 OA),78.509,6.193,0.123,MBA,8.32,
   640 Brambilla (A907 QA),62.667,7.768,0.055,MBA,9.32,
   641 Agnes (A907 RH),9.446,178,0.217,MBA,12.39,
   642 Clara (A907 RJ),33.36,8.2308,0.1617,MBA,10.10,
   643 Scheherezade (A907 RK),64.997,14.161,0.058,OMB,9.87,
   644 Cosima (A907 RG),17.016,7.556,0.271,MBA,10.76,
   645 Agrippina (A907 RP),28.916,53.436,0.213,OMB,9.98,
   646 Kastalia (A907 RL),8.153,3.1259,0.269,MBA,12.63,
   647 Adelgunde (A907 RM),9.725,32.202,0.508,MBA,11.18,
   648 Pippa (A907 RN),68.27,9.263,0.0509,MBA,9.57,
   649 Josefa (A907 RO),7.726,10.481,0.345,MBA,12.88,
   650 Amalasuntha (A907 TL),18.609,16.582,0.027,MBA,12.64,
   651 Antikleia (A907 TK),31.895,20.299,0.172,MBA,10.13,
   652 Jubilatrix (A907 VS),15.595,2.6627,0.200,MBA,11.00,
   653 Berenike (A907 WC),49.793,12.4886,0.085,MBA,9.35,
   654 Zelinda (A908 AM),160.736,31.735,0.027,MBA,8.60,
   655 Briseis (A907 VT),29.057,160.66,0.302,MBA,10.00,
   656 Beagle (A917 ST),62.604,7.035,0.045,MBA,10.04,
   657 Gunlod (A908 BK),39.401,15.6652,0.044,MBA,11.32,
   658 Asteria (A908 BL),21.894,21.034,0.192,MBA,10.47,
   659 Nestor (A908 FE),112.320,15.98,0.035,TJN,8.69,
   660 Crescentia (A908 AN),42.302,7.9116,0.332,MBA,9.19,
   661 Cloelia (A908 DD),40.081,5.536,0.182,MBA,9.73,
   662 Newtonia (A908 FF),22.127,21.095,0.228,MBA,10.41,
   663 Gerlinde (A908 MB),107.795,10.251,0.031,MBA,9.15,
   664 Judith (A908 MC),85.214,19.306,0.040,MBA,9.93,
   665 Sabine (A908 OE),51.09,4.294,0.3895,MBA,8.63,
   666 Desdemona (A908 OG),32.741,14.608,0.095,MBA,10.70,
   667 Denise (A908 OF),88.630,12.687,0.062,MBA,9.39,
   668 Dora (A908 OH),21.517,22.914,0.042,MBA,12.12,
   669 Kypria (A908 QF),29.227,14.283,0.112,MBA,10.05,
   670 Ottegebe (A908 QG),35.886,10.045,0.165,MBA,9.46,
   671 Carnegia (A908 SJ),60.604,8.332,0.028,MBA,10.32,
   672 Astarte (A908 SH),35.584,22.572,0.033,MBA,11.57,
   673 Edda (A908 SG),37.622,22.34,0.092,MBA,10.14,
   674 Rachele (A908 UK),96.171,30.982,0.206,MBA,7.42,
   675 Ludmilla (A908 QH),76,7.717,,MBA,8.11,
   676 Melitta (A909 BO),78.369,16.743,0.049,MBA,9.63,
   677 Aaltje (A909 BP),32.403,16.608,0.313,MBA,9.65,
   678 Fredegundis (A909 BQ),39.585,11.61624,0.344,MBA,9.34,
   679 Pax (A909 BR),63.909,8.452,0.110,MBA,9.13,
   680 Genoveva (A909 HF),83.92,11.089,0.0474,MBA,9.55,
   681 Gorgo (A909 JB),20.390,6.4606,0.240,MBA,10.73,
   683 Lanzia (A909 OA),83.04,8.63,0.053,MBA,8.83,
   684 Hildburg (A909 PB),19.040,11.91,0.238,MBA,10.88,
   685 Hermia (A909 PC),10.95,50.4,0.2807,MBA,12.04,
   686 Gersuind (A909 QA),55.258,6.3127,0.078,MBA,9.63,
   687 Tinette (A909 QB),21.533,7.3962,0.079,MBA,11.63,
   688 Melanie (A909 QC),41.614,18.87,0.068,MBA,10.96,
   689 Zita (A916 RB),15.621,6.425,0.100,MBA,12.25,
   690 Wratislavia (A909 UE),134.65,8.64,0.0604,MBA,8.14,
   691 Lehigh (A909 XB),79.451,12.891,0.053,MBA,9.31,
   692 Hippodamia (A901 VJ),42.771,8.9933,0.205,OMB,8.98,
   693 Zerbinetta (A909 SD),82.114,11.475,0.055,MBA,9.51,
   694 Ekard (A909 VC),121.891,5.925,0.026,MBA,9.25,
   695 Bella (A909 VD),40.620,14.222,0.207,MBA,9.18,
   696 Leonora (A916 BD),81.580,26.8964,0.022,MBA,9.48,
   697 Galilea (A910 CL),80.14,16.538,0.0387,MBA,9.57,
   698 Ernestina (A910 ED),27.037,5.0363,0.095,MBA,11.01,
   700 Auravictrix (A910 LD),16.421,6.075,0.228,MBA,11.16,
   701 Oriola (A910 ND),42.943,9.09,0.191,MBA,9.29,
   702 Alauda (A910 OA),190.980,16.7072,0.061,MBA,7.47,
   703 Noemi (A910 TD),7.250,200,0.368,MBA,12.49,
   704 Interamnia (A910 TC),306.313,8.727,0.078,MBA,6.34,5.
   705 Erminia (A910 TE),132.261,53.68,0.031,MBA,8.47,
   706 Hirundo (A910 TF),30.819,22.027,0.081,MBA,11.11,
   707 Steina (A910 YA),9.003,414.,0.315,MBA,12.19,
   708 Raphaela (A911 CB),21.43,20.918,0.2193,MBA,10.54,
   709 Fringilla (A911 CC),95.173,52.4,0.034,MBA,9.16,
   710 Gertrud (A911 DB),29.208,8.288,0.075,MBA,11.13,
   711 Marmulla (A911 EA),9.026,2.721,0.453,MBA,11.86,
   712 Boliviana (A911 FF),124.125,11.7426,0.039,MBA,8.58,
   713 Luscinia (A911 HG),97.968,9.9143,0.048,OMB,9.08,
   714 Ulula (A911 KG),41.343,6.998,0.260,MBA,9.03,
   715 Transvaalia (A911 HH),25.458,11.83,0.273,MBA,10.04,
   716 Berkeley (A911 OC),19.768,15.588,0.170,MBA,10.89,
   718 Erida (A911 SA),70.911,17.447,0.042,MBA,9.70,
   720 Bohlinia (A911 UL),33.73,8.919,0.2029,MBA,9.69,
   721 Tabora (A911 UM),86.309,7.982,0.047,OMB,9.40,
   722 Frieda (A911 UN),8.257,131.1,0.252,MBA,12.47,
   723 Hammonia (A911 UO),23.456,5.436,0.352,MBA,10.15,
   724 Hapag (A911 UP),9.492,3.1305,0.103,MBA,13.87,
   725 Amanda (A911 UQ),23.687,3.749,0.068,MBA,11.78,
   726 Joella (A911 WC),44.02,13.04,0.0539,MBA,10.60,
   727 Nipponia (A912 CF),32.17,5.0687,0.2423,MBA,9.62,
   728 Leonisis (A912 DB),5.887,5.5783,0.160,MBA,12.86,
   729 Watsonia (A912 CE),50.025,25.23,0.133,MBA,9.55,
   730 Athanasia (A912 GG),4.497,5.7348,0.289,MBA,13.75,
   731 Sorga (A912 GH),34.597,8.184,0.209,MBA,9.72,
   732 Tjilaki (A912 HK),29.791,12.322,0.138,MBA,10.65,
   733 Mocia (A912 SA),98.493,11.374,0.044,OMB,9.31,
   734 Benda (A912 TF),67.318,7.11,0.051,MBA,9.95,
   735 Marghanna (A912 XD),67.976,20.625,0.059,MBA,9.87,
   736 Harvard (A912 WC),17.111,6.742,0.133,MBA,11.39,
   737 Arequipa (A912 XC),47.804,7.0259,0.231,MBA,8.90,
   738 Alagasta (A913 AF),62.79,17.89,0.0398,MBA,10.01,
   739 Mandeville (A913 CH),104.517,23.92,0.051,MBA,8.85,
   740 Cantabia (A913 CK),90.90,64.453,0.0552,MBA,9.15,
   741 Botolphia (A913 CJ),29.64,23.9101,0.1391,MBA,10.05,
   742 Edisona (A913 DC),47.087,18.579,0.121,MBA,9.60,
   743 Eugenisis (A913 DD),51.072,10.23,0.068,MBA,10.27,
   744 Aguntina (A913 DE),58.636,17.47,0.031,MBA,10.36,
   745 Mauritia (A913 EH),24.711,9.945,0.200,OMB,10.59,
   746 Marlu (A913 EJ),74.274,7.787,0.032,MBA,9.94,
   747 Winchester (A913 EK),171.71,9.4146,0.0503,MBA,8.03,
   748 Simeisa (A913 EL),103.714,11.905,0.041,OMB,9.08,
   749 Malzovia (A913 GD),11.065,5.9274,0.270,MBA,11.59,
   750 Oskar (A913 HF),22.526,6.2584,0.060,MBA,12.31,
   751 Faina (A913 HE),113.699,23.678,0.027,MBA,8.93,
   752 Sulamitis (A913 HG),60.171,27.367,0.045,MBA,10.24,
   753 Tiflis (A913 HH),20.922,9.85,0.333,MBA,10.31,
   754 Malabar (A906 QH),94.522,11.732,0.042,MBA,9.29,
   755 Quintilla (A908 GC),41.210,4.552,0.124,MBA,9.70,
   756 Lilliana (A908 HD),64.837,7.834,0.057,MBA,9.99,
   757 Portlandia (A908 TG),32.894,6.5837,0.217,MBA,10.06,
   758 Mancunia (A912 KB),88.985,12.7253,0.121,MBA,8.36,
   759 Vinifera (A913 QC),52.926,14.229,0.036,MBA,10.82,
   760 Massinga (A913 QD),71.29,10.72,0.2276,MBA,7.87,
   761 Brendelia (A913 RE),20.763,57.96,0.156,MBA,10.83,
   762 Pulcova (A913 RD),147.343,5.839,0.040,MBA,8.43,
   763 Cupido (A913 SE),7.005,151.5,0.322,MBA,12.67,
   764 Gedania (A913 SF),58.28,24.968,0.0840,MBA,9.67,
   765 Mattiaca (A917 SS),7.991,3.464,0.303,MBA,12.52,
   766 Moguntia (A913 SH),41.044,4.8164,0.223,MBA,9.85,
   767 Bondia (A913 SD),43.039,8.3402,0.095,MBA,10.17,
   768 Struveana (A913 TC),32.597,10.753,0.137,MBA,10.22,
   769 Tatjana (A913 TD),96.720,35.08,0.052,MBA,9.16,
   770 Bali (A913 UG),16.388,5.819,0.272,MBA,10.93,
   771 Libera (A913 WB),29.322,5.892,0.123,MBA,10.46,
   772 Tanete (A913 YD),126.473,17.258,0.028,MBA,8.45,
   773 Irmintraud (A913 YF),91.672,6.7514,0.048,MBA,9.14,
   774 Armor (A913 YE),50.214,25.194,0.189,MBA,9.04,
   775 Lumiere (A914 AA),31.958,6.103,0.111,MBA,10.29,
   776 Berbericia (A914 BE),151.711,7.668,0.065,MBA,7.71,
   777 Gutemberga (A914 BF),71.749,12.838,0.042,OMB,9.77,
   778 Theobalda (A914 BG),55.317,11.659,0.079,MBA,9.88,
   779 Nina (A914 BH),80.572,11.186,0.157,MBA,7.96,
   780 Armenia (A914 BJ),126.263,19.891,0.028,MBA,8.99,
   781 Kartvelia (A914 BK),72.927,19.04,0.048,OMB,9.48,
   782 Montefiore (A914 FA),14.158,4.0728,0.224,MBA,11.34,
   783 Nora (A914 FB),38.719,55.53,0.034,MBA,11.11,
